Plot Title: T5A-2,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 21435407, SEN S/N: 21435407)",Coupler Detached (LGR S/N: 21435407),Coupler Attached (LGR S/N: 21435407),Host Connected (LGR S/N: 21435407),Stopped (LGR S/N: 21435407),End Of File (LGR S/N: 21435407)
6,7/23/24 17:07,5.037,,,,,
7,7/23/24 17:22,5.037,,,,,
8,7/23/24 17:37,5.141,,,,,
9,7/23/24 17:52,5.037,,,,,
10,7/23/24 18:07,4.934,,,,,
11,7/23/24 18:22,5.037,,,,,
12,7/23/24 18:37,4.831,,,,,
13,7/23/24 18:52,5.037,,,,,
14,7/23/24 19:07,4.831,,,,,
15,7/23/24 19:22,5.037,,,,,
16,7/23/24 19:37,4.831,,,,,
17,7/23/24 19:52,5.037,,,,,
18,7/23/24 20:07,4.934,,,,,
19,7/23/24 20:22,4.934,,,,,
20,7/23/24 20:37,5.037,,,,,
21,7/23/24 20:52,4.934,,,,,
22,7/23/24 21:07,5.037,,,,,
23,7/23/24 21:22,4.831,,,,,
24,7/23/24 21:37,4.934,,,,,
25,7/23/24 21:52,4.934,,,,,
26,7/23/24 22:07,5.037,,,,,
27,7/23/24 22:22,4.934,,,,,
28,7/23/24 22:37,4.934,,,,,
29,7/23/24 22:52,5.037,,,,,
30,7/23/24 23:07,4.831,,,,,
31,7/23/24 23:22,5.037,,,,,
32,7/23/24 23:37,4.831,,,,,
33,7/23/24 23:52,5.037,,,,,
34,7/24/24 0:07,4.831,,,,,
35,7/24/24 0:22,5.037,,,,,
36,7/24/24 0:37,4.831,,,,,
37,7/24/24 0:52,4.934,,,,,
38,7/24/24 1:07,4.934,,,,,
39,7/24/24 1:22,4.831,,,,,
40,7/24/24 1:37,5.037,,,,,
41,7/24/24 1:52,4.831,,,,,
42,7/24/24 2:07,5.037,,,,,
43,7/24/24 2:22,4.831,,,,,
44,7/24/24 2:37,5.037,,,,,
45,7/24/24 2:52,4.831,,,,,
46,7/24/24 3:07,5.037,,,,,
47,7/24/24 3:22,4.934,,,,,
48,7/24/24 3:37,5.037,,,,,
49,7/24/24 3:52,4.831,,,,,
50,7/24/24 4:07,4.934,,,,,
51,7/24/24 4:22,4.831,,,,,
52,7/24/24 4:37,4.831,,,,,
53,7/24/24 4:52,4.934,,,,,
54,7/24/24 5:07,4.831,,,,,
55,7/24/24 5:22,4.934,,,,,
56,7/24/24 5:37,4.934,,,,,
57,7/24/24 5:52,4.934,,,,,
58,7/24/24 6:07,4.934,,,,,
59,7/24/24 6:22,4.934,,,,,
60,7/24/24 6:37,4.727,,,,,
61,7/24/24 6:52,4.831,,,,,
62,7/24/24 7:07,4.831,,,,,
63,7/24/24 7:22,5.037,,,,,
64,7/24/24 7:37,4.934,,,,,
65,7/24/24 7:52,5.141,,,,,
66,7/24/24 8:07,4.934,,,,,
67,7/24/24 8:22,5.037,,,,,
68,7/24/24 8:37,5.141,,,,,
69,7/24/24 8:52,5.037,,,,,
70,7/24/24 9:07,5.037,,,,,
71,7/24/24 9:22,5.037,,,,,
72,7/24/24 9:37,5.037,,,,,
73,7/24/24 9:52,5.141,,,,,
74,7/24/24 10:07,5.244,,,,,
75,7/24/24 10:22,5.244,,,,,
76,7/24/24 10:37,5.244,,,,,
82,7/24/24 11:37,5.244,,,,,
83,7/24/24 11:52,5.141,,,,,
84,7/24/24 12:07,5.037,,,,,
85,7/24/24 12:22,4.934,,,,,
86,7/24/24 12:37,5.141,,,,,
87,7/24/24 12:52,5.141,,,,,
88,7/24/24 13:07,5.141,,,,,
89,7/24/24 13:22,5.141,,,,,
90,7/24/24 13:37,5.037,,,,,
91,7/24/24 13:52,5.037,,,,,
92,7/24/24 14:07,4.934,,,,,
93,7/24/24 14:22,4.831,,,,,
94,7/24/24 14:37,5.037,,,,,
95,7/24/24 14:52,4.934,,,,,
96,7/24/24 15:07,4.934,,,,,
97,7/24/24 15:22,4.831,,,,,
98,7/24/24 15:37,5.037,,,,,
99,7/24/24 15:52,5.037,,,,,
100,7/24/24 16:07,5.037,,,,,
101,7/24/24 16:22,4.934,,,,,
102,7/24/24 16:37,4.934,,,,,
103,7/24/24 16:52,4.934,,,,,
104,7/24/24 17:07,5.141,,,,,
105,7/24/24 17:22,5.141,,,,,
106,7/24/24 17:37,5.037,,,,,
107,7/24/24 17:52,4.934,,,,,
108,7/24/24 18:07,5.037,,,,,
109,7/24/24 18:22,4.934,,,,,
110,7/24/24 18:37,4.934,,,,,
111,7/24/24 18:52,4.831,,,,,
112,7/24/24 19:07,4.934,,,,,
113,7/24/24 19:22,4.831,,,,,
114,7/24/24 19:37,4.934,,,,,
115,7/24/24 19:52,4.831,,,,,
116,7/24/24 20:07,5.037,,,,,
117,7/24/24 20:22,4.831,,,,,
