Plot Title: T7A,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548776, SEN S/N: 20548776, LBL: T7A)",Coupler Detached (LGR S/N: 20548776),Coupler Attached (LGR S/N: 20548776),Host Connected (LGR S/N: 20548776),Stopped (LGR S/N: 20548776),End Of File (LGR S/N: 20548776)
2241,7/22/24 0:09,15.187,,,,,
2242,7/22/24 0:24,15.187,,,,,
2243,7/22/24 0:39,15.187,,,,,
2244,7/22/24 0:54,15.187,,,,,
2245,7/22/24 1:09,15.187,,,,,
2246,7/22/24 1:24,15.091,,,,,
2247,7/22/24 1:39,15.091,,,,,
2248,7/22/24 1:54,15.091,,,,,
2249,7/22/24 2:09,15.091,,,,,
2250,7/22/24 2:24,15.091,,,,,
2251,7/22/24 2:39,15.091,,,,,
2252,7/22/24 2:54,15.091,,,,,
2253,7/22/24 3:09,15.091,,,,,
2254,7/22/24 3:24,15.091,,,,,
2255,7/22/24 3:39,15.091,,,,,
2256,7/22/24 3:54,15.091,,,,,
2257,7/22/24 4:09,15.091,,,,,
2258,7/22/24 4:24,15.091,,,,,
2259,7/22/24 4:39,15.091,,,,,
2260,7/22/24 4:54,14.996,,,,,
2261,7/22/24 5:09,14.996,,,,,
2262,7/22/24 5:24,15.091,,,,,
2263,7/22/24 5:39,14.996,,,,,
2264,7/22/24 5:54,14.996,,,,,
2265,7/22/24 6:09,14.996,,,,,
2266,7/22/24 6:24,14.996,,,,,
2267,7/22/24 6:39,14.996,,,,,
2268,7/22/24 6:54,14.996,,,,,
2269,7/22/24 7:09,14.996,,,,,
2270,7/22/24 7:24,14.996,,,,,
2271,7/22/24 7:39,14.996,,,,,
2272,7/22/24 7:54,14.996,,,,,
2273,7/22/24 8:09,14.996,,,,,
2274,7/22/24 8:24,14.996,,,,,
2275,7/22/24 8:39,14.996,,,,,
2276,7/22/24 8:54,14.9,,,,,
2277,7/22/24 9:09,14.9,,,,,
2278,7/22/24 9:24,14.996,,,,,
2279,7/22/24 9:39,14.996,,,,,
2280,7/22/24 9:54,14.996,,,,,
2281,7/22/24 10:09,14.9,,,,,
2282,7/22/24 10:24,14.9,,,,,
2283,7/22/24 10:39,14.9,,,,,
2284,7/22/24 10:54,14.804,,,,,
2285,7/22/24 11:09,14.804,,,,,
2286,7/22/24 11:24,14.804,,,,,
2287,7/22/24 11:39,14.804,,,,,
2288,7/22/24 11:54,14.804,,,,,
2289,7/22/24 12:09,14.9,,,,,
2290,7/22/24 12:24,14.996,,,,,
2291,7/22/24 12:39,14.996,,,,,
2292,7/22/24 12:54,14.996,,,,,
2293,7/22/24 13:09,14.996,,,,,
2294,7/22/24 13:24,14.996,,,,,
2295,7/22/24 13:39,14.996,,,,,
2296,7/22/24 13:54,14.9,,,,,
2297,7/22/24 14:09,14.613,,,,,
2298,7/22/24 14:24,14.325,,,,,
2299,7/22/24 14:39,14.038,,,,,
2300,7/22/24 14:54,13.654,,,,,
2301,7/22/24 15:09,13.365,,,,,
2302,7/22/24 15:24,12.98,,,,,
2303,7/22/24 15:39,12.594,,,,,
2304,7/22/24 15:54,12.401,,,,,
2305,7/22/24 16:09,12.11,,,,,
2306,7/22/24 16:24,11.819,,,,,
2307,7/22/24 16:39,11.625,,,,,
2308,7/22/24 16:54,11.528,,,,,
2309,7/22/24 17:09,11.334,,,,,
2310,7/22/24 17:24,11.236,,,,,
2311,7/22/24 17:39,11.139,,,,,
2312,7/22/24 17:54,11.041,,,,,
2313,7/22/24 18:09,10.944,,,,,
2314,7/22/24 18:24,10.846,,,,,
2315,7/22/24 18:39,10.748,,,,,
2316,7/22/24 18:54,10.651,,,,,
2317,7/22/24 19:09,10.553,,,,,
2318,7/22/24 19:24,10.455,,,,,
2319,7/22/24 19:39,10.259,,,,,
2320,7/22/24 19:54,10.063,,,,,
2321,7/22/24 20:09,9.866,,,,,
2322,7/22/24 20:24,9.571,,,,,
2323,7/22/24 20:39,9.373,,,,,
2324,7/22/24 20:54,9.176,,,,,
2325,7/22/24 21:09,8.879,,,,,
2326,7/22/24 21:24,8.68,,,,,
2327,7/22/24 21:39,8.382,,,,,
2328,7/22/24 21:54,8.182,,,,,
2329,7/22/24 22:09,7.882,,,,,
2330,7/22/24 22:24,7.682,,,,,
2331,7/22/24 22:39,7.381,,,,,
2332,7/22/24 22:54,7.179,,,,,
2333,7/22/24 23:09,6.877,,,,,
2334,7/22/24 23:24,6.674,,,,,
2335,7/22/24 23:39,6.471,,,,,
2336,7/22/24 23:54,6.268,,,,,
2337,7/23/24 0:09,6.064,,,,,
2338,7/23/24 0:24,5.86,,,,,
2339,7/23/24 0:39,5.655,,,,,
2340,7/23/24 0:54,5.45,,,,,
2341,7/23/24 1:09,5.347,,,,,
2342,7/23/24 1:24,5.141,,,,,
2343,7/23/24 1:39,5.347,,,,,
2344,7/23/24 1:54,5.244,,,,,
2345,7/23/24 2:09,5.347,,,,,
2346,7/23/24 2:24,5.244,,,,,
2347,7/23/24 2:39,5.141,,,,,
2348,7/23/24 2:54,5.45,,,,,
2349,7/23/24 3:09,5.244,,,,,
2350,7/23/24 3:24,5.45,,,,,
2351,7/23/24 3:39,5.347,,,,,
2352,7/23/24 3:54,5.141,,,,,
2353,7/23/24 4:09,5.347,,,,,
2354,7/23/24 4:24,5.244,,,,,
2355,7/23/24 4:39,5.45,,,,,
2356,7/23/24 4:54,5.244,,,,,
2357,7/23/24 5:09,5.244,,,,,
2358,7/23/24 5:24,5.347,,,,,
2359,7/23/24 5:39,5.141,,,,,
2360,7/23/24 5:54,5.45,,,,,
2361,7/23/24 6:09,5.244,,,,,
2362,7/23/24 6:24,5.45,,,,,
2363,7/23/24 6:39,5.244,,,,,
2364,7/23/24 6:54,5.45,,,,,
2365,7/23/24 7:09,5.347,,,,,
2366,7/23/24 7:24,5.141,,,,,
2367,7/23/24 7:39,5.45,,,,,
2368,7/23/24 7:54,5.244,,,,,
2369,7/23/24 8:09,5.347,,,,,
2370,7/23/24 8:24,5.347,,,,,
2371,7/23/24 8:39,5.244,,,,,
2372,7/23/24 8:54,5.45,,,,,
2373,7/23/24 9:09,5.244,,,,,
2374,7/23/24 9:24,5.141,,,,,
2375,7/23/24 9:39,5.347,,,,,
2376,7/23/24 9:54,5.141,,,,,
2377,7/23/24 10:09,5.037,,,,,
2378,7/23/24 10:24,5.347,,,,,
