Plot Title: T2BME,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20239628, SEN S/N: 20239628)"
1,7/23/24 17:04,23.581
4,7/23/24 17:19,23.869
5,7/23/24 17:34,23.966
6,7/23/24 17:49,23.966
7,7/23/24 18:04,23.966
8,7/23/24 18:19,23.966
9,7/23/24 18:34,23.966
10,7/23/24 18:49,24.062
11,7/23/24 19:04,24.062
12,7/23/24 19:19,24.062
13,7/23/24 19:34,24.062
14,7/23/24 19:49,24.062
15,7/23/24 20:04,24.062
16,7/23/24 20:19,24.158
17,7/23/24 20:34,24.158
18,7/23/24 20:49,24.158
19,7/23/24 21:04,24.158
20,7/23/24 21:19,24.158
21,7/23/24 21:34,24.158
22,7/23/24 21:49,24.158
23,7/23/24 22:04,24.158
24,7/23/24 22:19,24.158
25,7/23/24 22:34,24.158
26,7/23/24 22:49,24.158
27,7/23/24 23:04,24.158
28,7/23/24 23:19,24.158
29,7/23/24 23:34,24.255
30,7/23/24 23:49,24.255
31,7/24/24 0:04,24.255
32,7/24/24 0:19,24.255
33,7/24/24 0:34,24.255
34,7/24/24 0:49,24.158
35,7/24/24 1:04,24.255
36,7/24/24 1:19,24.255
37,7/24/24 1:34,24.158
38,7/24/24 1:49,24.255
39,7/24/24 2:04,24.255
40,7/24/24 2:19,24.255
41,7/24/24 2:34,24.255
42,7/24/24 2:49,24.255
43,7/24/24 3:04,24.255
44,7/24/24 3:19,24.158
45,7/24/24 3:34,24.158
46,7/24/24 3:49,24.255
47,7/24/24 4:04,24.255
48,7/24/24 4:19,24.158
49,7/24/24 4:34,24.158
50,7/24/24 4:49,24.158
51,7/24/24 5:04,24.158
52,7/24/24 5:19,24.158
53,7/24/24 5:34,24.158
54,7/24/24 5:49,24.158
55,7/24/24 6:04,24.158
56,7/24/24 6:19,24.158
57,7/24/24 6:34,24.158
58,7/24/24 6:49,24.158
59,7/24/24 7:04,24.158
60,7/24/24 7:19,24.158
61,7/24/24 7:34,24.158
62,7/24/24 7:49,24.158
63,7/24/24 8:04,24.158
64,7/24/24 8:19,24.158
65,7/24/24 8:34,24.158
66,7/24/24 8:49,24.158
67,7/24/24 9:04,24.158
68,7/24/24 9:19,24.255
69,7/24/24 9:34,24.255
70,7/24/24 9:49,24.255
71,7/24/24 10:04,24.255
72,7/24/24 10:19,24.255
73,7/24/24 10:34,24.255
74,7/24/24 10:49,24.255
75,7/24/24 11:04,24.255
76,7/24/24 11:19,24.255
77,7/24/24 11:34,24.255
78,7/24/24 11:49,24.255
79,7/24/24 12:04,24.255
80,7/24/24 12:19,24.351
81,7/24/24 12:34,24.351
82,7/24/24 12:49,24.351
83,7/24/24 13:04,24.351
84,7/24/24 13:19,24.351
85,7/24/24 13:34,24.351
86,7/24/24 13:49,24.351
87,7/24/24 14:04,24.351
88,7/24/24 14:19,24.351
89,7/24/24 14:34,24.351
90,7/24/24 14:49,24.351
91,7/24/24 15:04,24.351
92,7/24/24 15:19,24.351
93,7/24/24 15:34,24.351
94,7/24/24 15:49,24.351
95,7/24/24 16:04,24.351
96,7/24/24 16:19,24.351
97,7/24/24 16:34,24.351
98,7/24/24 16:49,24.351
99,7/24/24 17:04,24.351
100,7/24/24 17:19,24.351
101,7/24/24 17:34,24.351
102,7/24/24 17:49,24.351
103,7/24/24 18:04,24.351
104,7/24/24 18:19,24.351
105,7/24/24 18:34,24.351
106,7/24/24 18:49,24.351
107,7/24/24 19:04,24.351
108,7/24/24 19:19,24.351
109,7/24/24 19:34,24.351
110,7/24/24 19:49,24.351
111,7/24/24 20:04,24.351
112,7/24/24 20:19,24.351
113,7/24/24 20:34,24.351
114,7/24/24 20:49,24.351
115,7/24/24 21:04,24.351
116,7/24/24 21:19,24.351
117,7/24/24 21:34,24.351
118,7/24/24 21:49,24.351
119,7/24/24 22:04,24.351
120,7/24/24 22:19,24.351
121,7/24/24 22:34,24.351
122,7/24/24 22:49,24.351
123,7/24/24 23:04,24.351
124,7/24/24 23:19,24.351
125,7/24/24 23:34,24.351
126,7/24/24 23:49,24.351
127,7/25/24 0:04,24.351
128,7/25/24 0:19,24.351
129,7/25/24 0:34,24.351
130,7/25/24 0:49,24.351
131,7/25/24 1:04,24.255
132,7/25/24 1:19,24.351
133,7/25/24 1:34,24.255
134,7/25/24 1:49,24.255
135,7/25/24 2:04,24.255
136,7/25/24 2:19,24.255
137,7/25/24 2:34,24.255
138,7/25/24 2:49,24.255
139,7/25/24 3:04,24.255
140,7/25/24 3:19,24.255
141,7/25/24 3:34,24.255
142,7/25/24 3:49,24.255
143,7/25/24 4:04,24.255
144,7/25/24 4:19,24.255
145,7/25/24 4:34,24.158
146,7/25/24 4:49,24.158
147,7/25/24 5:04,24.158
148,7/25/24 5:19,24.158
149,7/25/24 5:34,24.158
150,7/25/24 5:49,24.158
151,7/25/24 6:04,24.158
152,7/25/24 6:19,24.158
153,7/25/24 6:34,24.158
154,7/25/24 6:49,24.158
155,7/25/24 7:04,24.158
156,7/25/24 7:19,24.158
157,7/25/24 7:34,24.158
158,7/25/24 7:49,24.158
159,7/25/24 8:04,24.062
160,7/25/24 8:19,24.062
161,7/25/24 8:34,24.062
162,7/25/24 8:49,24.158
163,7/25/24 9:04,24.158
164,7/25/24 9:19,24.158
165,7/25/24 9:34,24.158
166,7/25/24 9:49,24.158
167,7/25/24 10:04,24.158
168,7/25/24 10:19,24.255
169,7/25/24 10:34,24.351
170,7/25/24 10:49,24.351
171,7/25/24 11:04,24.351
172,7/25/24 11:19,24.351
173,7/25/24 11:34,24.351
174,7/25/24 11:49,24.255
175,7/25/24 12:04,24.255
176,7/25/24 12:19,24.255
177,7/25/24 12:34,24.255
178,7/25/24 12:49,24.255
179,7/25/24 13:04,24.255
180,7/25/24 13:19,24.255
181,7/25/24 13:34,24.255
182,7/25/24 13:49,24.351
183,7/25/24 14:04,24.351
184,7/25/24 14:19,24.351
185,7/25/24 14:34,25.125
186,7/25/24 14:49,28.159
187,7/25/24 15:04,29.953
188,7/25/24 15:19,29.752
189,7/25/24 15:34,29.853
190,7/25/24 15:49,29.853
191,7/25/24 16:04,29.752
192,7/25/24 16:19,29.953
193,7/25/24 16:34,29.752
194,7/25/24 16:49,29.953
195,7/25/24 17:04,29.752
196,7/25/24 17:19,29.853
197,7/25/24 17:34,29.953
198,7/25/24 17:49,29.853
199,7/25/24 18:04,29.953
200,7/25/24 18:19,29.752
201,7/25/24 18:34,29.953
202,7/25/24 18:49,29.652
203,7/25/24 19:04,29.853
204,7/25/24 19:19,29.953
205,7/25/24 19:34,29.853
206,7/25/24 19:49,29.953
207,7/25/24 20:04,29.752
208,7/25/24 20:19,29.953
209,7/25/24 20:34,29.752
210,7/25/24 20:49,29.853
211,7/25/24 21:04,29.752
212,7/25/24 21:19,29.853
213,7/25/24 21:34,29.953
214,7/25/24 21:49,29.853
215,7/25/24 22:04,29.853
216,7/25/24 22:19,29.853
217,7/25/24 22:34,29.953
218,7/25/24 22:49,29.752
219,7/25/24 23:04,29.953
220,7/25/24 23:19,29.652
221,7/25/24 23:34,29.953
222,7/25/24 23:49,29.652
223,7/26/24 0:04,29.853
224,7/26/24 0:19,29.853
225,7/26/24 0:34,29.853
226,7/26/24 0:49,29.953
227,7/26/24 1:04,29.752
228,7/26/24 1:19,29.953
229,7/26/24 1:34,29.652
230,7/26/24 1:49,29.853
231,7/26/24 2:04,29.853
232,7/26/24 2:19,29.853
233,7/26/24 2:34,29.953
234,7/26/24 2:49,29.752
235,7/26/24 3:04,29.953
236,7/26/24 3:19,29.652
237,7/26/24 3:34,29.853
238,7/26/24 3:49,29.953
239,7/26/24 4:04,29.752
240,7/26/24 4:19,29.953
241,7/26/24 4:34,29.752
242,7/26/24 4:49,29.953
243,7/26/24 5:04,29.752
244,7/26/24 5:19,29.853
245,7/26/24 5:34,29.953
246,7/26/24 5:49,29.853
247,7/26/24 6:04,29.953
248,7/26/24 6:19,29.853
249,7/26/24 6:34,29.953
250,7/26/24 6:49,29.752
251,7/26/24 7:04,29.853
252,7/26/24 7:19,29.953
253,7/26/24 7:34,29.853
254,7/26/24 7:49,29.953
255,7/26/24 8:04,29.752
256,7/26/24 8:19,27.173
257,7/26/24 8:34,29.853
258,7/26/24 8:49,29.853
259,7/26/24 9:04,29.953
260,7/26/24 9:19,29.752
261,7/26/24 9:34,29.953
262,7/26/24 9:49,29.652
263,7/26/24 10:04,29.853
264,7/26/24 10:19,29.953
265,7/26/24 10:34,29.853
266,7/26/24 10:49,29.953
267,7/26/24 11:04,29.752
268,7/26/24 11:19,29.953
269,7/26/24 11:34,29.752
270,7/26/24 11:49,29.853
271,7/26/24 12:04,29.752
272,7/26/24 12:19,29.953
273,7/26/24 12:34,29.652
274,7/26/24 12:49,29.853
275,7/26/24 13:04,29.953
276,7/26/24 13:19,29.953
277,7/26/24 13:34,29.853
