Plot Title: T2AME,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548772, SEN S/N: 20548772)"
1,7/23/24 17:01,23.869
5,7/23/24 17:16,24.062
6,7/23/24 17:31,23.869
7,7/23/24 17:46,23.966
8,7/23/24 18:01,23.966
9,7/23/24 18:16,23.966
10,7/23/24 18:31,23.966
11,7/23/24 18:46,23.966
12,7/23/24 19:01,23.966
13,7/23/24 19:16,24.062
14,7/23/24 19:31,24.062
15,7/23/24 19:46,24.062
16,7/23/24 20:01,24.062
17,7/23/24 20:16,24.062
18,7/23/24 20:31,24.062
19,7/23/24 20:46,24.158
20,7/23/24 21:01,24.158
21,7/23/24 21:16,24.158
22,7/23/24 21:31,24.158
23,7/23/24 21:46,24.158
24,7/23/24 22:01,24.158
25,7/23/24 22:16,24.158
26,7/23/24 22:31,24.158
27,7/23/24 22:46,24.158
28,7/23/24 23:01,24.158
29,7/23/24 23:16,24.158
30,7/23/24 23:31,24.158
31,7/23/24 23:46,24.158
32,7/24/24 0:01,24.158
33,7/24/24 0:16,24.158
34,7/24/24 0:31,24.158
35,7/24/24 0:46,24.158
36,7/24/24 1:01,24.158
37,7/24/24 1:16,24.158
38,7/24/24 1:31,24.158
39,7/24/24 1:46,24.158
40,7/24/24 2:01,24.158
41,7/24/24 2:16,24.255
42,7/24/24 2:31,24.158
43,7/24/24 2:46,24.158
44,7/24/24 3:01,24.158
45,7/24/24 3:16,24.158
46,7/24/24 3:31,24.158
47,7/24/24 3:46,24.158
48,7/24/24 4:01,24.158
49,7/24/24 4:16,24.158
50,7/24/24 4:31,24.158
51,7/24/24 4:46,24.158
52,7/24/24 5:01,24.158
53,7/24/24 5:16,24.158
54,7/24/24 5:31,24.158
55,7/24/24 5:46,24.158
56,7/24/24 6:01,24.158
57,7/24/24 6:16,24.158
58,7/24/24 6:31,24.158
59,7/24/24 6:46,24.158
60,7/24/24 7:01,24.158
61,7/24/24 7:16,24.158
62,7/24/24 7:31,24.158
63,7/24/24 7:46,24.158
64,7/24/24 8:01,24.158
65,7/24/24 8:16,24.158
66,7/24/24 8:31,24.158
67,7/24/24 8:46,24.158
68,7/24/24 9:01,24.158
69,7/24/24 9:16,24.158
70,7/24/24 9:31,24.158
71,7/24/24 9:46,24.255
72,7/24/24 10:01,24.255
73,7/24/24 10:16,24.255
74,7/24/24 10:31,24.255
75,7/24/24 10:46,24.255
76,7/24/24 11:01,24.255
77,7/24/24 11:16,24.255
78,7/24/24 11:31,24.255
79,7/24/24 11:46,24.255
80,7/24/24 12:01,24.255
81,7/24/24 12:16,24.255
82,7/24/24 12:31,24.351
83,7/24/24 12:46,24.351
84,7/24/24 13:01,24.351
85,7/24/24 13:16,24.351
86,7/24/24 13:31,24.351
87,7/24/24 13:46,24.351
88,7/24/24 14:01,24.351
89,7/24/24 14:16,24.351
90,7/24/24 14:31,24.351
91,7/24/24 14:46,24.351
92,7/24/24 15:01,24.351
93,7/24/24 15:16,24.351
94,7/24/24 15:31,24.351
95,7/24/24 15:46,24.351
96,7/24/24 16:01,24.351
97,7/24/24 16:16,24.351
98,7/24/24 16:31,24.351
99,7/24/24 16:46,24.351
100,7/24/24 17:01,24.351
101,7/24/24 17:16,24.351
102,7/24/24 17:31,24.351
103,7/24/24 17:46,24.351
104,7/24/24 18:01,24.351
105,7/24/24 18:16,24.351
106,7/24/24 18:31,24.351
107,7/24/24 18:46,24.351
108,7/24/24 19:01,24.351
109,7/24/24 19:16,24.351
110,7/24/24 19:31,24.351
111,7/24/24 19:46,24.351
112,7/24/24 20:01,24.351
113,7/24/24 20:16,24.351
114,7/24/24 20:31,24.255
115,7/24/24 20:46,24.351
116,7/24/24 21:01,24.255
117,7/24/24 21:16,24.255
118,7/24/24 21:31,24.255
119,7/24/24 21:46,24.255
120,7/24/24 22:01,24.255
121,7/24/24 22:16,24.255
122,7/24/24 22:31,24.255
123,7/24/24 22:46,24.351
124,7/24/24 23:01,24.255
125,7/24/24 23:16,24.351
126,7/24/24 23:31,24.351
127,7/24/24 23:46,24.351
128,7/25/24 0:01,24.351
129,7/25/24 0:16,24.351
130,7/25/24 0:31,24.255
131,7/25/24 0:46,24.255
132,7/25/24 1:01,24.255
133,7/25/24 1:16,24.255
134,7/25/24 1:31,24.255
135,7/25/24 1:46,24.255
136,7/25/24 2:01,24.255
137,7/25/24 2:16,24.255
138,7/25/24 2:31,24.255
139,7/25/24 2:46,24.255
140,7/25/24 3:01,24.255
141,7/25/24 3:16,24.255
142,7/25/24 3:31,24.255
143,7/25/24 3:46,24.158
144,7/25/24 4:01,24.158
145,7/25/24 4:16,24.158
146,7/25/24 4:31,24.158
147,7/25/24 4:46,24.158
148,7/25/24 5:01,24.158
149,7/25/24 5:16,24.158
150,7/25/24 5:31,24.158
151,7/25/24 5:46,24.158
152,7/25/24 6:01,24.158
153,7/25/24 6:16,24.158
154,7/25/24 6:31,24.158
155,7/25/24 6:46,24.158
156,7/25/24 7:01,24.062
157,7/25/24 7:16,24.062
158,7/25/24 7:31,24.062
159,7/25/24 7:46,24.062
160,7/25/24 8:01,24.062
161,7/25/24 8:16,24.062
162,7/25/24 8:31,24.062
163,7/25/24 8:46,24.062
164,7/25/24 9:01,24.158
165,7/25/24 9:16,24.062
166,7/25/24 9:31,24.062
167,7/25/24 9:46,24.158
168,7/25/24 10:01,24.158
169,7/25/24 10:16,24.158
170,7/25/24 10:31,24.255
171,7/25/24 10:46,24.351
172,7/25/24 11:01,24.351
