"Plot Title: t12a"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21435413, SEN S/N: 21435413)","Coupler Detached (LGR S/N: 21435413)","Coupler Attached (LGR S/N: 21435413)","Host Connected (LGR S/N: 21435413)","Stopped (LGR S/N: 21435413)","End Of File (LGR S/N: 21435413)"
1,07/31/23 10:25:29 AM,25.902,,,,,
2,07/31/23 10:25:37 AM,,Logged,,,,
3,07/31/23 10:40:29 AM,16.332,,,,,
4,07/31/23 10:55:29 AM,15.664,,,,,
5,07/31/23 11:10:29 AM,15.664,,,,,
6,07/31/23 11:25:29 AM,15.473,,,,,
7,07/31/23 11:40:29 AM,15.569,,,,,
8,07/31/23 11:55:29 AM,15.664,,,,,
9,07/31/23 12:10:29 PM,15.760,,,,,
10,07/31/23 12:25:29 PM,15.760,,,,,
11,07/31/23 12:40:29 PM,15.760,,,,,
12,07/31/23 12:55:29 PM,15.855,,,,,
13,07/31/23 01:10:29 PM,15.951,,,,,
14,07/31/23 01:25:29 PM,15.951,,,,,
15,07/31/23 01:40:29 PM,16.046,,,,,
16,07/31/23 01:55:29 PM,15.951,,,,,
17,07/31/23 02:10:29 PM,16.046,,,,,
18,07/31/23 02:25:29 PM,16.141,,,,,
19,07/31/23 02:40:29 PM,16.427,,,,,
20,07/31/23 02:55:29 PM,16.523,,,,,
21,07/31/23 03:10:29 PM,16.427,,,,,
22,07/31/23 03:25:29 PM,16.237,,,,,
23,07/31/23 03:40:29 PM,16.237,,,,,
24,07/31/23 03:55:29 PM,16.141,,,,,
25,07/31/23 04:10:29 PM,16.046,,,,,
26,07/31/23 04:25:29 PM,16.046,,,,,
27,07/31/23 04:40:29 PM,15.951,,,,,
28,07/31/23 04:55:29 PM,15.951,,,,,
29,07/31/23 05:10:29 PM,15.855,,,,,
30,07/31/23 05:25:29 PM,15.951,,,,,
31,07/31/23 05:40:29 PM,16.046,,,,,
32,07/31/23 05:55:29 PM,15.951,,,,,
33,07/31/23 06:10:29 PM,15.951,,,,,
